Name,Description,Type,Business Topic,Geography,Certifications,Additional Experience,Diversity,Engagement Model,Industries,Languages,URL
PCCW Solutions Limited,"PCCW Solutions, the IT flagship of PCCW Group, is a leading IT services company in Hong Kong and mainland China. We adopt the latest technology to help clients create business value and success in the ever-changing economic environment. We offer a wide range of services including digital solutions, IT and business process outsourcing, cloud computing, system development and solutions integration, data centers, hosting and managed services, e-commerce and IoT solutions. PCCW Solutions is committed to meeting customer needs to help them achieve business goals. We have global presence across United Kingdom, Singapore, the Philippines, Hong Kong, Macau and mainland China with offices in Beijing, Shanghai, Guangzhou, Shenzhen, Wuhan and Xian. With our widely-recognized business credentials and experience in managing large-scale projects, PCCW Solutions has become a trusted partner to a diversity of customer organizations.",Consulting,Analytics,Hong Kong,"SAS Certified Base Programmer for SAS 9, SAS Certified Platform Administrator for SAS 9",,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/5806.html
PCS Security Pte Ltd,,Consulting,,Singapore,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/5531.html
Peak Statistical Services Inc,,Consulting,,"Canada, United States",,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/496.html
"Pegasus Knowledge Solutions, Inc",,,,,,,,,,,https://www.sas.com/en_us/partners/find-a-partner/alliance-partners/us-partners/pegasus-knowledge-solutions.html
Pentacomp Systemy Informatyczne S.A.,,Consulting,,Poland,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/6751.html
Performance Management Partners,,Consulting,,Spain,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/3820.html
Performance Technologies SA,,Reseller,,"Cyprus, Greece",,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/13772.html
"Perry Consulting, Inc.",,Consulting,,United States,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/500.html
"Pershing Technology Services Co., Ltd",,Consulting,,Taiwan,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/13206.html
Persooa Sp. z o.o.,,Reseller,,Papua New Guinea,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/12953.html
Persown Inc,,Consulting,,United States,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/14042.html
Pharmalex Belgium SA,,Reseller,,"Belgium, Luxembourg",,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/1218.html
PharmHand Solutions LLC,"PharmHand Solutions, LLC is organized to consult on drug development completer systems design and use, including data analytics and use of real world evidence.",Consulting,"Analytics, Data Management, Visualization",,,"Analytic Modernization, Customer Intelligence",,Sell With,Health Care and Life Sciences,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/10178.html
Philmark Informatica SpA,,Consulting,,,,,,Sell With,,Italian,https://www.sas.com/en_us/partners/find-a-partner/all-partners/10644.html
Phintraco Consulting,,Reseller,,Indonesia,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/7872.html
PIC SERVIZI PER L'INFORMATICA SRL,,Consulting,,,,,,Sell With,,"English, Italian",https://www.sas.com/en_us/partners/find-a-partner/all-partners/11919.html
PING d.o.o. Sarajevo,,Reseller,,"Albania, Bosnia and Herzegovina, Croatia, North Macedonia, Montenegro, Serbia",,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/11317.html
Pinnacle Actuarial Resources,,Consulting,,United States,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/3837.html
Pinnacle Solutions Inc. (US),,,,,,,,,,,http://www.sas.com/en_us/partners/find-a-partner/alliance-partners/us-partners/pinnacle-solutions.html
Pixkitec S.A. de C.V.,,Reseller,,Mexico,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/13651.html
Plain Concepts SL,,Reseller,,Spain,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9421.html
"Planalytics, Inc.",,Consulting,,United States,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9643.html
Planto Business Consulting Co Ltd,,Consulting,,"Korea, Republic of",,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9545.html
PM HOLDING SRL,,Consulting,,Italy,,,,Sell With,,"Italian, English",https://www.sas.com/en_us/partners/find-a-partner/all-partners/12749.html
