Name,Description,Type,Business Topic,Geography,Certifications,Additional Experience,Diversity,Engagement Model,Industries,Languages,URL
Dimension Data Pty Ltd,,Reseller,,Australia,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9087.html
diSCIS GmbH,,Direct MASP,,Germany,,,,MASP,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/7925.html
DiSo GmbH,,Consulting,,Switzerland,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/2402.html
ditto,,Reseller,,Thailand,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9895.html
Diva Corp,,Reseller,,Japan,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/6744.html
diva-e,,,,,,,,,,,http://diva-e.com
Dixit10,,Consulting,,Brazil,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8992.html
DLL Consulting Inc,"We specialize in SAS Architecture Best Practices for maximizing ROI on SAS installations. We do SAS installations, migrations, performance tuning, and SAS Platform Administration Best Practices.",Reseller,,"Georgia, United States",,,"Minority Small Business, Woman Owned",Sell With,"Education, Financial Services, Health Care and Life Sciences, Insurance, Telecommunications, Energy and Utilities",English,https://www.sas.com/en_us/partners/find-a-partner/all-partners/2561.html
Dni Consulting Corp,,Consulting,,,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8283.html
DNMCA Inc,,Consulting,,Mexico,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9594.html
Domino Data Lab (US),"Domino Data Lab is an open, unified, enterprise-ready data science platform that allows organizations to build, validate, deliver, and monitor models at scale. This accelerates research, sparks collaboration, increases iteration speed, and removes deployment friction to deliver impactful models.",Technology,Analytics,United States,,Analytic Modernization,,Sell With,"Public Sector/Government, Financial Services, Agriculture, Pharmaceutical, Energy and Utilities, Retail, Media and Entertainment, Manufacturing, Insurance, Telecommunications, Aerospace, Health Care and Life Sciences",English,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9145.html
Domino Systems (US),,Consulting,,,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8606.html
Double P Enterprise Company Limited,,Reseller,,Thailand,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/10661.html
Dr. Nagler & Company GmbH,"Nagler & Company is a mid-sized consulting firm for financial industry that has experienced steady growth since its founding in the late 1990s. Our focus is on professional services for front office and market data systems, as well as risk management. Our services range from technical conception to operational realization; from analysis to transformation into processes; from choosing a system to embedding it into your IT landscape; from launch of financial applications through to maintenance. With Nagler & Company, you take advantage of interdisciplinary teams of IT specialists, mathematicians, physicists and economists. These diverse perspectives are key to your success.",Consulting,,Germany,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/7020.html
Dr. Regenold GmbH,,Consulting,,Germany,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/7974.html
Dremio Corporation,"Dremio is the easy and open lakehouse platform. Data teams use Dremio to deliver self-service analytics, while enjoying the flexibility to use Dremio's lightning-fast SQL query service and any other processing engine on the same data. Dremio increases agility with a revolutionary data-as-code approach that enables Git-like data experimentation, version control, and governance. In addition, bringing together SAS and Dremio eliminates data silos by enabling queries across data lakes, databases, and data warehouses, and simplifying ingestion into the lakehouse.",Ecosystem,"Analytics, Visualization",,,,,Data Management,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/14403.html
Dropsource,"Dropsource is a low-code mobile app development platform that allows organizations to leverage their enterprise data in building truly native enterprise-grade apps. With a powerful drag-and-drop UI, developers can easily develop, deploy, and maintain enterprise mobile apps without sacrificing quality or performance, and in a fraction of the time of yesterday's tools.",Consulting,,,,,Minority Small Business,Sell With,"Telecommunications, Retail, Hospitality, Human Resources, Manufacturing, Insurance, Financial Services, Health Care and Life Sciences, Pharmaceutical, Aerospace, Media and Entertainment, Agriculture, Education",English,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9883.html
DTS Corp (Japan),,Consulting,,Japan,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/3834.html
Dufrain Consulting Ltd,,Consulting,,United Kingdom,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8236.html
"Dun & Bradstreet, Inc.",,Consulting,,United States,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/3915.html
Dunavnet,"DunavNET is an IoT solution design company, creating IoT turnkey solutions and helping our clients to digitally transform their businesses. DunavNET team is a mix of highly skilled system architects and software designers educated to MSc and PhD levels, specialising in development of IoT solutions using Microsoft Azure as the main platform. The technology expertise is complemented with domain expertise in agriculture, smart cities, and manufacturing enabling us to not only visualize raw data, but also to analyse data and provide actionable knowledge.",Consulting,,,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/11875.html
DXC Connect Pty Ltd (Australia),,Technology,,,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/11360.html
DXC Technology (Australia),,Technology,,Australia,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/10292.html
DXC Technology (Enterprise Services),,Technology,,Italy,,,,Sell With,,"English, Italian",https://www.sas.com/en_us/partners/find-a-partner/all-partners/2756.html
DXC Technology Company,,,,,,,,,,,http://www.sas.com/partners/directory/hp/index.html
DXC TECHNOLOGY MALAYSIA SDN BHD,,Technology,,Malaysia,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/10664.html
DXC Technology Singapore Pte Ltd,,,,,,,,,,,https://www.dxc.technology/
E- Connect Solutions Pvt Ltd,,Consulting,,,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8468.html
