Name,Description,Type,Business Topic,Geography,Certifications,Additional Experience,Diversity,Engagement Model,Industries,Languages,URL
Axians (Spain),,Reseller,,Spain,,,,Reseller,,"English, Spanish",https://www.sas.com/en_us/partners/find-a-partner/all-partners/10870.html
Azendian Solutions (Malaysia),,Consulting,,Malaysia,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8635.html
Azendian Solutions (Singapore),,Reseller,,Singapore,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8004.html
Azimut Solutions,,Consulting,,Kazakhstan,,,,Sell With,,"English, Russian",https://www.sas.com/en_us/partners/find-a-partner/all-partners/12237.html
Azimuth Konvergent Technologies Inc,,Reseller,,Philippines,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/7980.html
Aztech Solutions,Professional Consulting especialized in BI and Analytics with SAS Solutions,Reseller,,Mexico,,,,Reseller,"Financial Services, Public Sector/Government, Insurance, Retail",,https://www.sas.com/en_us/partners/find-a-partner/all-partners/6587.html
b.telligent GmBH & Co. KG,,Consulting,,"Belgium, Germany",,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/4617.html
B2En Co Ltd,,Consulting,,"Korea, Republic of",,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/9549.html
B3it Insight AB,,Reseller,,Sweden,,,,Reseller,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8990.html
"Baker, Tilly, Virchow Krause LLP",,Consulting,,United States,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/7083.html
BANENE,BANENE provides Data management and analytics based on SAS and consulting services for financial service industry in Korea.,Consulting,"Analytics, Data Management","Korea, Republic of","SAS Certified Predictive Modeler using Enterprise Miner 13, SAS Certified Base Programmer for SAS 9",,"Minority Disadvantaged Small Business, Minority-Owned",Sell With,"Financial Services, Manufacturing, Telecommunications","English, Korean",https://www.sas.com/en_us/partners/find-a-partner/all-partners/7843.html
"BANKPRO E-SERVICE TECHNOLOGY CO., LTD.",,Consulting,,Taiwan,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/13209.html
Base 3 Systems (Belgium),,Consulting,,"Belgium, United Kingdom",,,,Sell With,"Financial Services, Human Resources, Insurance, Manufacturing, Pharmaceutical, Retail, Energy and Utilities",,https://www.sas.com/en_us/partners/find-a-partner/all-partners/73.html
Base 3 Systems (UK),,Consulting,,United Kingdom,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/2350.html
Basic Coding Pty Ltd t/a Data Driven Analytics,,Consulting,,Australia,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/11747.html
Bazy i Systemy Bankowe Sp. z o.o.,,Consulting,,Poland,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/13881.html
BC Platforms AG (Finland),,Consulting,,,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/14355.html
BC Platforms Inc.,,Consulting,,United States,,,,Sell With,,,https://www.sas.com/en_us/partners/find-a-partner/all-partners/13030.html
BCS Technology (Australia),"For 17 years, BCS Consultants have designed and implemented end to end data science, machine learning and advanced analytics solutions. Through their expertise in big data, team of seasoned data scientists and engineers, and partnerships with the world’s leading technology companies, BCS has successfully delivered solutions to world leading clients in banking, finance, education, travel and retail industries. ",Reseller,"Analytics, Visualization",Australia,"SAS Certified Base Programmer for SAS 9, SAS Certified Advanced Programmer for SAS 9",,,Reseller,"Education, Retail, Financial Services",English,https://www.sas.com/en_us/partners/find-a-partner/all-partners/8947.html
